input_0,output_0
input_2021-01-19-15-50-05.png,"{'confidences': [{'confidence': 1, 'label': 'l'}, {'confidence': 0, 'label': '0'}, {'confidence': 0, 'label': '1'}, {'confidence': 0, 'label': '2'}], 'label': 'l'}"
