input_0,output_0
input_2021-01-01-18-43-28.png,"{'confidences': [{'confidence': 0.06178447604179382, 'label': '1'}, {'confidence': 0.03487761691212654, 'label': 'I'}, {'confidence': 0.03154453635215759, 'label': 'l'}, {'confidence': 0.030664846301078796, 'label': 'i'}], 'label': '1'}"
